,AVAIL,CPUS,TMP_DISK,FEATURES,GROUPS,SHARE,TIMELIMIT,MEMORY,HOSTNAMES,NODE_ADDR,PRIORITY,ROOT,JOB_SIZE,STATE,USER,VERSION,WEIGHT,S:C:T,NODES(A/I) ,MAX_CPUS_PER_NODE ,CPUS(A/I/O/T) ,NODES ,REASON ,NODES(A/I/O/T) ,GRES ,TIMESTAMP ,DEFAULTTIME ,PREEMPT_MODE ,NODELIST ,CPU_LOAD ,PARTITION ,PARTITION .1,ALLOCNODES ,STATE ,USER ,SOCKETS ,CORES ,THREADS 
58,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-28j,udc-ba39-28j,1,no,1,drain,root,14.11,1,20:1:1,0/0 ,UNLIMITED ,0/0/20/20 ,1,[-11]/ram full ,0/0/1/1 ,(null) ,2017-02-24T20:55:02 ,5:00:00 ,OFF ,udc-ba39-28j ,0.00 ,serial ,serial ,all ,drained ,root(0) ,20,1,1
59,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-4j,udc-ba33-4j,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,6/14/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-4j ,8.38 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
60,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10a,udc-ba33-10a,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,10/10/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10a ,9.20 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
61,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10j,udc-ba33-10j,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,1/19/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10j ,1.00 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
62,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22c,udc-ba33-22c,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,16/4/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22c ,1.04 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
63,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-22e,udc-ba39-22e,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,3/17/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-22e ,0.02 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
64,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-28d,udc-ba39-28d,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,6/14/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-28d ,3.92 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
65,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-28e,udc-ba39-28e,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,4/16/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-28e ,4.75 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
66,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-28f,udc-ba39-28f,1,no,1,mix,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,3/17/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-28f ,4.86 ,serial ,serial ,all ,mixed ,Unknown ,20,1,1
67,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-4f,udc-ba33-4f,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-4f ,5.04 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
68,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10b,udc-ba33-10b,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10b ,1.28 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
69,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10c,udc-ba33-10c,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10c ,4.12 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
70,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16i,udc-ba33-16i,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16i ,1.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
71,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16j,udc-ba33-16j,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16j ,13.03 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
72,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22a,udc-ba33-22a,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22a ,1.05 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
73,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22b,udc-ba33-22b,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22b ,1.07 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
74,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28a,udc-ba33-28a,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28a ,16.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
75,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28b,udc-ba33-28b,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28b ,16.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
76,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28j,udc-ba33-28j,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28j ,13.34 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
77,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4a,udc-ba34-4a,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4a ,16.72 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
78,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4i,udc-ba34-4i,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4i ,20.19 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
79,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-22h,udc-ba35-22h,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-22h ,20.01 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
80,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-22i,udc-ba35-22i,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-22i ,20.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
81,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-28a,udc-ba35-28a,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-28a ,20.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
82,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-28b,udc-ba35-28b,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-28b ,20.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
83,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-28d,udc-ba35-28d,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-28d ,0.06 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
84,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-28e,udc-ba35-28e,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-28e ,0.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
85,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba35-28h,udc-ba35-28h,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba35-28h ,5.16 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
86,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-4f,udc-ba38-4f,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-4f ,0.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
87,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-4g,udc-ba38-4g,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-4g ,0.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
88,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-4h,udc-ba38-4h,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-4h ,0.02 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
89,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-4i,udc-ba38-4i,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-4i ,0.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
90,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-16j,udc-ba38-16j,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-16j ,0.10 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
91,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba38-22c,udc-ba38-22c,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba38-22c ,0.00 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
92,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-4a,udc-ba39-4a,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-4a ,0.07 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
93,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-22c,udc-ba39-22c,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-22c ,0.02 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
94,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba39-22i,udc-ba39-22i,1,no,1,alloc,Unknown,14.11,1,20:1:1,1/0 ,UNLIMITED ,20/0/0/20 ,1,none ,1/0/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba39-22i ,19.47 ,serial ,serial ,all ,allocated ,Unknown ,20,1,1
95,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10f,udc-ba33-10f,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10f ,2.04 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
96,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-10g,udc-ba33-10g,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-10g ,5.29 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
97,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16a,udc-ba33-16a,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16a ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
98,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16b,udc-ba33-16b,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16b ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
99,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16d,udc-ba33-16d,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16d ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
100,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16f,udc-ba33-16f,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16f ,1.30 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
101,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16g,udc-ba33-16g,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16g ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
102,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-16h,udc-ba33-16h,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-16h ,3.96 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
103,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22d,udc-ba33-22d,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22d ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
104,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22e,udc-ba33-22e,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22e ,0.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
105,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22f,udc-ba33-22f,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22f ,0.29 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
106,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22h,udc-ba33-22h,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22h ,0.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
107,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22i,udc-ba33-22i,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22i ,16.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
108,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-22j,udc-ba33-22j,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-22j ,16.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
109,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28c,udc-ba33-28c,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28c ,16.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
110,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28d,udc-ba33-28d,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28d ,16.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
111,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28f,udc-ba33-28f,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28f ,16.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
112,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28g,udc-ba33-28g,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28g ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
113,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28h,udc-ba33-28h,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28h ,15.01 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
114,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba33-28i,udc-ba33-28i,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba33-28i ,14.98 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
115,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4b,udc-ba34-4b,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4b ,15.16 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
116,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4c,udc-ba34-4c,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4c ,1.03 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
117,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4d,udc-ba34-4d,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4d ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
118,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-4e,udc-ba34-4e,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-4e ,1.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
119,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10a,udc-ba34-10a,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10a ,20.04 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
120,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10b,udc-ba34-10b,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10b ,20.51 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
121,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10c,udc-ba34-10c,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10c ,20.03 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
122,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10e,udc-ba34-10e,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10e ,20.02 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
123,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10f,udc-ba34-10f,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10f ,20.02 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
124,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10g,udc-ba34-10g,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10g ,21.01 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
125,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10h,udc-ba34-10h,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10h ,20.16 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
126,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10i,udc-ba34-10i,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10i ,20.07 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
127,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-10j,udc-ba34-10j,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-10j ,20.07 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
128,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-16a,udc-ba34-16a,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-16a ,5.16 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
129,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-16b,udc-ba34-16b,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-16b ,20.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
130,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-16c,udc-ba34-16c,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-16c ,3.17 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
131,up,20,0,(null),serial,NO,7-00:00:00,127000,udc-ba34-16d,udc-ba34-16d,1,no,1,idle,Unknown,14.11,1,20:1:1,0/1 ,UNLIMITED ,0/20/0/20 ,1,none ,0/1/0/1 ,(null) ,Unknown ,5:00:00 ,OFF ,udc-ba34-16d ,20.00 ,serial ,serial ,all ,idle ,Unknown ,20,1,1
